,0
977,博愛座的阿姨 表情像燈籠魚
978,往波蘭的機票我立刻下訂
979,<br/>
980,Today only 這運氣今日限定
981,再一個深呼吸
982,邊哭邊笑 邊哭邊笑
983,這樣告訴自己
984,<br/>
985,"Easy peasy, lemon squeezy"
986,跌倒的姿勢要帥氣
987,就算狼狽也要率性
988,"Easy peasy, lemon squeezy"
989,人生不如意十之八七
990,気持ち要鬆不要緊
991,<br/>
992,"Easy peasy, lemon squeezy"
993,跌倒的姿勢要帥氣
994,就算狼狽也要率性
995,"Easy peasy, lemon squeezy"
996,人生不如意十之八七
997,気持ち要鬆不要緊
998,<br/>
999,"
"
1000,作詞：邱建豪、盧可沛、李建廷、郭哲成
1001,作曲：盧可沛、邱建豪
1002,<br/>
1003,又沒帶鑰匙出門去
1004,找不到左邊的耳機
1005,錢包放哪裡 天開始下雨
1006,雨傘迷路在剛剛的捷運
1007,<br/>
1008,手機電量紅色警訊
1009,等不到他回我的訊息
1010,暈船暈到南極 心變得冷冰冰
1011,連行人都用眼神表達同情
1012,<br/>
1013,Today only 這運氣今日限定
1014,大口深呼吸
1015,還是要 還是要笑著告訴自己
1016,<br/>
1017,"Easy peasy, lemon squeezy"
1018,跌倒的姿勢要帥氣
1019,就算狼狽也要率性
1020,"Easy peasy, lemon squeezy"
1021,人生不如意十之八七
1022,気持ち要鬆不要緊
1023,<br/>
1024,急剎車的公車司機
1025,更多更詳盡歌詞 在 
1026,喝兩口就打翻的多多綠
1027,博愛座的阿姨 表情像燈籠魚
1028,往波蘭的機票我立刻下訂
1029,<br/>
1030,Today only 這運氣今日限定
1031,再一個深呼吸
1032,邊哭邊笑 邊哭邊笑
1033,這樣告訴自己
1034,<br/>
1035,"Easy peasy, lemon squeezy"
1036,跌倒的姿勢要帥氣
1037,就算狼狽也要率性
1038,"Easy peasy, lemon squeezy"
1039,人生不如意十之八七
1040,気持ち要鬆不要緊
1041,<br/>
1042,"Easy peasy, lemon squeezy"
1043,跌倒的姿勢要帥氣
1044,就算狼狽也要率性
1045,"Easy peasy, lemon squeezy"
1046,人生不如意十之八七
1047,気持ち要鬆不要緊
1048,<br/>
1049,"
"
1050,作詞：邱建豪、盧可沛、李建廷、郭哲成
1051,作曲：盧可沛、邱建豪
1052,<br/>
1053,又沒帶鑰匙出門去
1054,找不到左邊的耳機
1055,錢包放哪裡 天開始下雨
1056,雨傘迷路在剛剛的捷運
1057,<br/>
1058,手機電量紅色警訊
1059,等不到他回我的訊息
1060,暈船暈到南極 心變得冷冰冰
1061,連行人都用眼神表達同情
1062,<br/>
1063,Today only 這運氣今日限定
1064,大口深呼吸
1065,還是要 還是要笑著告訴自己
1066,<br/>
1067,"Easy peasy, lemon squeezy"
1068,跌倒的姿勢要帥氣
1069,就算狼狽也要率性
1070,"Easy peasy, lemon squeezy"
1071,人生不如意十之八七
1072,気持ち要鬆不要緊
1073,<br/>
1074,急剎車的公車司機
1075,更多更詳盡歌詞 在 
1076,喝兩口就打翻的多多綠
1077,博愛座的阿姨 表情像燈籠魚
1078,往波蘭的機票我立刻下訂
1079,<br/>
1080,Today only 這運氣今日限定
1081,再一個深呼吸
1082,邊哭邊笑 邊哭邊笑
1083,這樣告訴自己
1084,<br/>
1085,"Easy peasy, lemon squeezy"
1086,跌倒的姿勢要帥氣
1087,就算狼狽也要率性
1088,"Easy peasy, lemon squeezy"
1089,人生不如意十之八七
1090,気持ち要鬆不要緊
1091,<br/>
1092,"Easy peasy, lemon squeezy"
1093,跌倒的姿勢要帥氣
1094,就算狼狽也要率性
1095,"Easy peasy, lemon squeezy"
1096,人生不如意十之八七
1097,気持ち要鬆不要緊
1098,<br/>
1099,"
"
1100,作詞：邱建豪、盧可沛、李建廷、郭哲成
1101,作曲：盧可沛、邱建豪
1102,<br/>
1103,又沒帶鑰匙出門去
1104,找不到左邊的耳機
1105,錢包放哪裡 天開始下雨
1106,雨傘迷路在剛剛的捷運
1107,<br/>
1108,手機電量紅色警訊
1109,等不到他回我的訊息
1110,暈船暈到南極 心變得冷冰冰
1111,連行人都用眼神表達同情
1112,<br/>
1113,Today only 這運氣今日限定
1114,大口深呼吸
1115,還是要 還是要笑著告訴自己
1116,<br/>
1117,"Easy peasy, lemon squeezy"
1118,跌倒的姿勢要帥氣
1119,就算狼狽也要率性
1120,"Easy peasy, lemon squeezy"
1121,人生不如意十之八七
1122,気持ち要鬆不要緊
1123,<br/>
1124,急剎車的公車司機
1125,更多更詳盡歌詞 在 
1126,喝兩口就打翻的多多綠
1127,博愛座的阿姨 表情像燈籠魚
1128,往波蘭的機票我立刻下訂
1129,<br/>
1130,Today only 這運氣今日限定
1131,再一個深呼吸
1132,邊哭邊笑 邊哭邊笑
1133,這樣告訴自己
1134,<br/>
1135,"Easy peasy, lemon squeezy"
1136,跌倒的姿勢要帥氣
1137,就算狼狽也要率性
1138,"Easy peasy, lemon squeezy"
1139,人生不如意十之八七
1140,気持ち要鬆不要緊
1141,<br/>
1142,"Easy peasy, lemon squeezy"
1143,跌倒的姿勢要帥氣
1144,就算狼狽也要率性
1145,"Easy peasy, lemon squeezy"
1146,人生不如意十之八七
1147,気持ち要鬆不要緊
1148,<br/>
1149,"
"
1150,作詞：邱建豪、盧可沛、李建廷、郭哲成
1151,作曲：盧可沛、邱建豪
1152,<br/>
1153,又沒帶鑰匙出門去
1154,找不到左邊的耳機
1155,錢包放哪裡 天開始下雨
1156,雨傘迷路在剛剛的捷運
1157,<br/>
1158,手機電量紅色警訊
1159,等不到他回我的訊息
1160,暈船暈到南極 心變得冷冰冰
1161,連行人都用眼神表達同情
1162,<br/>
1163,Today only 這運氣今日限定
1164,大口深呼吸
1165,還是要 還是要笑著告訴自己
1166,<br/>
1167,"Easy peasy, lemon squeezy"
1168,跌倒的姿勢要帥氣
1169,就算狼狽也要率性
1170,"Easy peasy, lemon squeezy"
1171,人生不如意十之八七
1172,気持ち要鬆不要緊
1173,<br/>
1174,急剎車的公車司機
1175,更多更詳盡歌詞 在 
1176,喝兩口就打翻的多多綠
1177,博愛座的阿姨 表情像燈籠魚
1178,往波蘭的機票我立刻下訂
1179,<br/>
1180,Today only 這運氣今日限定
1181,再一個深呼吸
1182,邊哭邊笑 邊哭邊笑
1183,這樣告訴自己
1184,<br/>
1185,"Easy peasy, lemon squeezy"
1186,跌倒的姿勢要帥氣
1187,就算狼狽也要率性
1188,"Easy peasy, lemon squeezy"
1189,人生不如意十之八七
1190,気持ち要鬆不要緊
1191,<br/>
1192,"Easy peasy, lemon squeezy"
1193,跌倒的姿勢要帥氣
1194,就算狼狽也要率性
1195,"Easy peasy, lemon squeezy"
1196,人生不如意十之八七
1197,気持ち要鬆不要緊
1198,<br/>
1199,"
"
1200,作詞：邱建豪、盧可沛、李建廷、郭哲成
1201,作曲：盧可沛、邱建豪
1202,<br/>
1203,又沒帶鑰匙出門去
1204,找不到左邊的耳機
1205,錢包放哪裡 天開始下雨
1206,雨傘迷路在剛剛的捷運
1207,<br/>
1208,手機電量紅色警訊
1209,等不到他回我的訊息
1210,暈船暈到南極 心變得冷冰冰
1211,連行人都用眼神表達同情
1212,<br/>
1213,Today only 這運氣今日限定
1214,大口深呼吸
1215,還是要 還是要笑著告訴自己
1216,<br/>
1217,"Easy peasy, lemon squeezy"
1218,跌倒的姿勢要帥氣
1219,就算狼狽也要率性
1220,"Easy peasy, lemon squeezy"
1221,人生不如意十之八七
1222,気持ち要鬆不要緊
1223,<br/>
1224,急剎車的公車司機
1225,更多更詳盡歌詞 在 
1226,喝兩口就打翻的多多綠
1227,博愛座的阿姨 表情像燈籠魚
1228,往波蘭的機票我立刻下訂
1229,<br/>
1230,Today only 這運氣今日限定
1231,再一個深呼吸
1232,邊哭邊笑 邊哭邊笑
1233,這樣告訴自己
1234,<br/>
1235,"Easy peasy, lemon squeezy"
1236,跌倒的姿勢要帥氣
1237,就算狼狽也要率性
1238,"Easy peasy, lemon squeezy"
1239,人生不如意十之八七
1240,気持ち要鬆不要緊
1241,<br/>
1242,"Easy peasy, lemon squeezy"
1243,跌倒的姿勢要帥氣
1244,就算狼狽也要率性
1245,"Easy peasy, lemon squeezy"
1246,人生不如意十之八七
1247,気持ち要鬆不要緊
1248,<br/>
1249,"
"
1250,作詞：邱建豪、盧可沛、李建廷、郭哲成
1251,作曲：盧可沛、邱建豪
1252,<br/>
1253,又沒帶鑰匙出門去
1254,找不到左邊的耳機
1255,錢包放哪裡 天開始下雨
1256,雨傘迷路在剛剛的捷運
1257,<br/>
1258,手機電量紅色警訊
1259,等不到他回我的訊息
1260,暈船暈到南極 心變得冷冰冰
1261,連行人都用眼神表達同情
1262,<br/>
1263,Today only 這運氣今日限定
1264,大口深呼吸
1265,還是要 還是要笑著告訴自己
1266,<br/>
1267,"Easy peasy, lemon squeezy"
1268,跌倒的姿勢要帥氣
1269,就算狼狽也要率性
1270,"Easy peasy, lemon squeezy"
1271,人生不如意十之八七
1272,気持ち要鬆不要緊
1273,<br/>
1274,急剎車的公車司機
1275,更多更詳盡歌詞 在 
1276,喝兩口就打翻的多多綠
1277,博愛座的阿姨 表情像燈籠魚
1278,往波蘭的機票我立刻下訂
1279,<br/>
1280,Today only 這運氣今日限定
1281,再一個深呼吸
1282,邊哭邊笑 邊哭邊笑
1283,這樣告訴自己
1284,<br/>
1285,"Easy peasy, lemon squeezy"
1286,跌倒的姿勢要帥氣
1287,就算狼狽也要率性
1288,"Easy peasy, lemon squeezy"
1289,人生不如意十之八七
1290,気持ち要鬆不要緊
1291,<br/>
1292,"Easy peasy, lemon squeezy"
1293,跌倒的姿勢要帥氣
1294,就算狼狽也要率性
1295,"Easy peasy, lemon squeezy"
1296,人生不如意十之八七
1297,気持ち要鬆不要緊
1298,<br/>
1299,"
"
1300,作詞：邱建豪、盧可沛、李建廷、郭哲成
1301,作曲：盧可沛、邱建豪
1302,<br/>
1303,又沒帶鑰匙出門去
1304,找不到左邊的耳機
1305,錢包放哪裡 天開始下雨
1306,雨傘迷路在剛剛的捷運
1307,<br/>
1308,手機電量紅色警訊
1309,等不到他回我的訊息
1310,暈船暈到南極 心變得冷冰冰
1311,連行人都用眼神表達同情
1312,<br/>
1313,Today only 這運氣今日限定
1314,大口深呼吸
1315,還是要 還是要笑著告訴自己
1316,<br/>
1317,"Easy peasy, lemon squeezy"
1318,跌倒的姿勢要帥氣
1319,就算狼狽也要率性
1320,"Easy peasy, lemon squeezy"
1321,人生不如意十之八七
1322,気持ち要鬆不要緊
1323,<br/>
1324,急剎車的公車司機
1325,更多更詳盡歌詞 在 
1326,喝兩口就打翻的多多綠
1327,博愛座的阿姨 表情像燈籠魚
1328,往波蘭的機票我立刻下訂
1329,<br/>
1330,Today only 這運氣今日限定
1331,再一個深呼吸
1332,邊哭邊笑 邊哭邊笑
1333,這樣告訴自己
1334,<br/>
1335,"Easy peasy, lemon squeezy"
1336,跌倒的姿勢要帥氣
1337,就算狼狽也要率性
1338,"Easy peasy, lemon squeezy"
1339,人生不如意十之八七
1340,気持ち要鬆不要緊
1341,<br/>
1342,"Easy peasy, lemon squeezy"
1343,跌倒的姿勢要帥氣
1344,就算狼狽也要率性
1345,"Easy peasy, lemon squeezy"
1346,人生不如意十之八七
1347,気持ち要鬆不要緊
1348,<br/>
1349,"
"
1350,作詞：邱建豪、盧可沛、李建廷、郭哲成
1351,作曲：盧可沛、邱建豪
1352,<br/>
1353,又沒帶鑰匙出門去
1354,找不到左邊的耳機
1355,錢包放哪裡 天開始下雨
1356,雨傘迷路在剛剛的捷運
1357,<br/>
1358,手機電量紅色警訊
1359,等不到他回我的訊息
1360,暈船暈到南極 心變得冷冰冰
1361,連行人都用眼神表達同情
1362,<br/>
1363,Today only 這運氣今日限定
1364,大口深呼吸
1365,還是要 還是要笑著告訴自己
1366,<br/>
1367,"Easy peasy, lemon squeezy"
1368,跌倒的姿勢要帥氣
1369,就算狼狽也要率性
1370,"Easy peasy, lemon squeezy"
1371,人生不如意十之八七
1372,気持ち要鬆不要緊
1373,<br/>
1374,急剎車的公車司機
1375,更多更詳盡歌詞 在 
1376,喝兩口就打翻的多多綠
1377,博愛座的阿姨 表情像燈籠魚
1378,往波蘭的機票我立刻下訂
1379,<br/>
1380,Today only 這運氣今日限定
1381,再一個深呼吸
1382,邊哭邊笑 邊哭邊笑
1383,這樣告訴自己
1384,<br/>
1385,"Easy peasy, lemon squeezy"
1386,跌倒的姿勢要帥氣
1387,就算狼狽也要率性
1388,"Easy peasy, lemon squeezy"
1389,人生不如意十之八七
1390,気持ち要鬆不要緊
1391,<br/>
1392,"Easy peasy, lemon squeezy"
1393,跌倒的姿勢要帥氣
1394,就算狼狽也要率性
1395,"Easy peasy, lemon squeezy"
1396,人生不如意十之八七
1397,気持ち要鬆不要緊
1398,<br/>
1399,"
"
1400,作詞：邱建豪、盧可沛、李建廷、郭哲成
1401,作曲：盧可沛、邱建豪
1402,<br/>
1403,又沒帶鑰匙出門去
1404,找不到左邊的耳機
1405,錢包放哪裡 天開始下雨
1406,雨傘迷路在剛剛的捷運
1407,<br/>
1408,手機電量紅色警訊
1409,等不到他回我的訊息
1410,暈船暈到南極 心變得冷冰冰
1411,連行人都用眼神表達同情
1412,<br/>
1413,Today only 這運氣今日限定
1414,大口深呼吸
1415,還是要 還是要笑著告訴自己
1416,<br/>
1417,"Easy peasy, lemon squeezy"
1418,跌倒的姿勢要帥氣
1419,就算狼狽也要率性
1420,"Easy peasy, lemon squeezy"
1421,人生不如意十之八七
1422,気持ち要鬆不要緊
1423,<br/>
1424,急剎車的公車司機
1425,更多更詳盡歌詞 在 
1426,喝兩口就打翻的多多綠
1427,博愛座的阿姨 表情像燈籠魚
1428,往波蘭的機票我立刻下訂
1429,<br/>
1430,Today only 這運氣今日限定
1431,再一個深呼吸
1432,邊哭邊笑 邊哭邊笑
1433,這樣告訴自己
1434,<br/>
1435,"Easy peasy, lemon squeezy"
1436,跌倒的姿勢要帥氣
1437,就算狼狽也要率性
1438,"Easy peasy, lemon squeezy"
1439,人生不如意十之八七
1440,気持ち要鬆不要緊
1441,<br/>
1442,"Easy peasy, lemon squeezy"
1443,跌倒的姿勢要帥氣
1444,就算狼狽也要率性
1445,"Easy peasy, lemon squeezy"
1446,人生不如意十之八七
1447,気持ち要鬆不要緊
1448,<br/>
1449,"
"
1450,作詞：邱建豪、盧可沛、李建廷、郭哲成
1451,作曲：盧可沛、邱建豪
1452,<br/>
1453,又沒帶鑰匙出門去
1454,找不到左邊的耳機
1455,錢包放哪裡 天開始下雨
1456,雨傘迷路在剛剛的捷運
1457,<br/>
1458,手機電量紅色警訊
1459,等不到他回我的訊息
1460,暈船暈到南極 心變得冷冰冰
1461,連行人都用眼神表達同情
1462,<br/>
1463,Today only 這運氣今日限定
1464,大口深呼吸
1465,還是要 還是要笑著告訴自己
1466,<br/>
1467,"Easy peasy, lemon squeezy"
1468,跌倒的姿勢要帥氣
1469,就算狼狽也要率性
1470,"Easy peasy, lemon squeezy"
1471,人生不如意十之八七
1472,気持ち要鬆不要緊
1473,<br/>
1474,急剎車的公車司機
1475,更多更詳盡歌詞 在 
1476,喝兩口就打翻的多多綠
1477,博愛座的阿姨 表情像燈籠魚
1478,往波蘭的機票我立刻下訂
1479,<br/>
1480,Today only 這運氣今日限定
1481,再一個深呼吸
1482,邊哭邊笑 邊哭邊笑
1483,這樣告訴自己
1484,<br/>
1485,"Easy peasy, lemon squeezy"
1486,跌倒的姿勢要帥氣
1487,就算狼狽也要率性
1488,"Easy peasy, lemon squeezy"
1489,人生不如意十之八七
1490,気持ち要鬆不要緊
1491,<br/>
1492,"Easy peasy, lemon squeezy"
1493,跌倒的姿勢要帥氣
1494,就算狼狽也要率性
1495,"Easy peasy, lemon squeezy"
1496,人生不如意十之八七
1497,気持ち要鬆不要緊
1498,<br/>
1499,"
"
1500,作詞：邱建豪、盧可沛、李建廷、郭哲成
1501,作曲：盧可沛、邱建豪
1502,<br/>
1503,又沒帶鑰匙出門去
1504,找不到左邊的耳機
1505,錢包放哪裡 天開始下雨
1506,雨傘迷路在剛剛的捷運
1507,<br/>
1508,手機電量紅色警訊
1509,等不到他回我的訊息
1510,暈船暈到南極 心變得冷冰冰
1511,連行人都用眼神表達同情
1512,<br/>
1513,Today only 這運氣今日限定
1514,大口深呼吸
1515,還是要 還是要笑著告訴自己
1516,<br/>
1517,"Easy peasy, lemon squeezy"
1518,跌倒的姿勢要帥氣
1519,就算狼狽也要率性
1520,"Easy peasy, lemon squeezy"
1521,人生不如意十之八七
1522,気持ち要鬆不要緊
1523,<br/>
1524,急剎車的公車司機
1525,更多更詳盡歌詞 在 
1526,喝兩口就打翻的多多綠
1527,博愛座的阿姨 表情像燈籠魚
1528,往波蘭的機票我立刻下訂
1529,<br/>
1530,Today only 這運氣今日限定
1531,再一個深呼吸
1532,邊哭邊笑 邊哭邊笑
1533,這樣告訴自己
1534,<br/>
1535,"Easy peasy, lemon squeezy"
1536,跌倒的姿勢要帥氣
1537,就算狼狽也要率性
1538,"Easy peasy, lemon squeezy"
1539,人生不如意十之八七
1540,気持ち要鬆不要緊
1541,<br/>
1542,"Easy peasy, lemon squeezy"
1543,跌倒的姿勢要帥氣
1544,就算狼狽也要率性
1545,"Easy peasy, lemon squeezy"
1546,人生不如意十之八七
1547,気持ち要鬆不要緊
1548,<br/>
1549,"
"
1550,作詞：邱建豪、盧可沛、李建廷、郭哲成
1551,作曲：盧可沛、邱建豪
1552,<br/>
1553,又沒帶鑰匙出門去
1554,找不到左邊的耳機
1555,錢包放哪裡 天開始下雨
1556,雨傘迷路在剛剛的捷運
1557,<br/>
1558,手機電量紅色警訊
1559,等不到他回我的訊息
1560,暈船暈到南極 心變得冷冰冰
1561,連行人都用眼神表達同情
1562,<br/>
1563,Today only 這運氣今日限定
1564,大口深呼吸
1565,還是要 還是要笑著告訴自己
1566,<br/>
1567,"Easy peasy, lemon squeezy"
1568,跌倒的姿勢要帥氣
1569,就算狼狽也要率性
1570,"Easy peasy, lemon squeezy"
1571,人生不如意十之八七
1572,気持ち要鬆不要緊
1573,<br/>
1574,急剎車的公車司機
1575,更多更詳盡歌詞 在 
1576,喝兩口就打翻的多多綠
1577,博愛座的阿姨 表情像燈籠魚
1578,往波蘭的機票我立刻下訂
1579,<br/>
1580,Today only 這運氣今日限定
1581,再一個深呼吸
1582,邊哭邊笑 邊哭邊笑
1583,這樣告訴自己
1584,<br/>
1585,"Easy peasy, lemon squeezy"
1586,跌倒的姿勢要帥氣
1587,就算狼狽也要率性
1588,"Easy peasy, lemon squeezy"
1589,人生不如意十之八七
1590,気持ち要鬆不要緊
1591,<br/>
1592,"Easy peasy, lemon squeezy"
1593,跌倒的姿勢要帥氣
1594,就算狼狽也要率性
1595,"Easy peasy, lemon squeezy"
1596,人生不如意十之八七
1597,気持ち要鬆不要緊
1598,<br/>
1599,"
"
1600,作詞：邱建豪、盧可沛、李建廷、郭哲成
1601,作曲：盧可沛、邱建豪
1602,<br/>
1603,又沒帶鑰匙出門去
1604,找不到左邊的耳機
1605,錢包放哪裡 天開始下雨
1606,雨傘迷路在剛剛的捷運
1607,<br/>
1608,手機電量紅色警訊
1609,等不到他回我的訊息
1610,暈船暈到南極 心變得冷冰冰
1611,連行人都用眼神表達同情
1612,<br/>
1613,Today only 這運氣今日限定
1614,大口深呼吸
1615,還是要 還是要笑著告訴自己
1616,<br/>
1617,"Easy peasy, lemon squeezy"
1618,跌倒的姿勢要帥氣
1619,就算狼狽也要率性
1620,"Easy peasy, lemon squeezy"
1621,人生不如意十之八七
1622,気持ち要鬆不要緊
1623,<br/>
1624,急剎車的公車司機
1625,更多更詳盡歌詞 在 
1626,喝兩口就打翻的多多綠
1627,博愛座的阿姨 表情像燈籠魚
1628,往波蘭的機票我立刻下訂
1629,<br/>
1630,Today only 這運氣今日限定
1631,再一個深呼吸
1632,邊哭邊笑 邊哭邊笑
1633,這樣告訴自己
1634,<br/>
1635,"Easy peasy, lemon squeezy"
1636,跌倒的姿勢要帥氣
1637,就算狼狽也要率性
1638,"Easy peasy, lemon squeezy"
1639,人生不如意十之八七
1640,気持ち要鬆不要緊
1641,<br/>
1642,"Easy peasy, lemon squeezy"
1643,跌倒的姿勢要帥氣
1644,就算狼狽也要率性
1645,"Easy peasy, lemon squeezy"
1646,人生不如意十之八七
1647,気持ち要鬆不要緊
1648,<br/>
1649,"
"
1650,作詞：邱建豪、盧可沛、李建廷、郭哲成
1651,作曲：盧可沛、邱建豪
1652,<br/>
1653,又沒帶鑰匙出門去
1654,找不到左邊的耳機
1655,錢包放哪裡 天開始下雨
1656,雨傘迷路在剛剛的捷運
1657,<br/>
1658,手機電量紅色警訊
1659,等不到他回我的訊息
1660,暈船暈到南極 心變得冷冰冰
1661,連行人都用眼神表達同情
1662,<br/>
1663,Today only 這運氣今日限定
1664,大口深呼吸
1665,還是要 還是要笑著告訴自己
1666,<br/>
1667,"Easy peasy, lemon squeezy"
1668,跌倒的姿勢要帥氣
1669,就算狼狽也要率性
1670,"Easy peasy, lemon squeezy"
1671,人生不如意十之八七
1672,気持ち要鬆不要緊
1673,<br/>
1674,急剎車的公車司機
1675,更多更詳盡歌詞 在 
1676,喝兩口就打翻的多多綠
1677,博愛座的阿姨 表情像燈籠魚
1678,往波蘭的機票我立刻下訂
1679,<br/>
1680,Today only 這運氣今日限定
1681,再一個深呼吸
1682,邊哭邊笑 邊哭邊笑
1683,這樣告訴自己
1684,<br/>
1685,"Easy peasy, lemon squeezy"
1686,跌倒的姿勢要帥氣
1687,就算狼狽也要率性
1688,"Easy peasy, lemon squeezy"
1689,人生不如意十之八七
1690,気持ち要鬆不要緊
1691,<br/>
1692,"Easy peasy, lemon squeezy"
1693,跌倒的姿勢要帥氣
1694,就算狼狽也要率性
1695,"Easy peasy, lemon squeezy"
1696,人生不如意十之八七
1697,気持ち要鬆不要緊
1698,<br/>
1699,"
"
1700,作詞：邱建豪、盧可沛、李建廷、郭哲成
1701,作曲：盧可沛、邱建豪
1702,<br/>
1703,又沒帶鑰匙出門去
1704,找不到左邊的耳機
1705,錢包放哪裡 天開始下雨
1706,雨傘迷路在剛剛的捷運
1707,<br/>
1708,手機電量紅色警訊
1709,等不到他回我的訊息
1710,暈船暈到南極 心變得冷冰冰
1711,連行人都用眼神表達同情
1712,<br/>
1713,Today only 這運氣今日限定
1714,大口深呼吸
1715,還是要 還是要笑著告訴自己
1716,<br/>
1717,"Easy peasy, lemon squeezy"
1718,跌倒的姿勢要帥氣
1719,就算狼狽也要率性
1720,"Easy peasy, lemon squeezy"
1721,人生不如意十之八七
1722,気持ち要鬆不要緊
1723,<br/>
1724,急剎車的公車司機
1725,更多更詳盡歌詞 在 
1726,喝兩口就打翻的多多綠
1727,博愛座的阿姨 表情像燈籠魚
1728,往波蘭的機票我立刻下訂
1729,<br/>
1730,Today only 這運氣今日限定
1731,再一個深呼吸
1732,邊哭邊笑 邊哭邊笑
1733,這樣告訴自己
1734,<br/>
1735,"Easy peasy, lemon squeezy"
1736,跌倒的姿勢要帥氣
1737,就算狼狽也要率性
1738,"Easy peasy, lemon squeezy"
1739,人生不如意十之八七
1740,気持ち要鬆不要緊
1741,<br/>
1742,"Easy peasy, lemon squeezy"
1743,跌倒的姿勢要帥氣
1744,就算狼狽也要率性
1745,"Easy peasy, lemon squeezy"
1746,人生不如意十之八七
1747,気持ち要鬆不要緊
1748,<br/>
1749,"
"
1750,作詞：邱建豪、盧可沛、李建廷、郭哲成
1751,作曲：盧可沛、邱建豪
1752,<br/>
1753,又沒帶鑰匙出門去
1754,找不到左邊的耳機
1755,錢包放哪裡 天開始下雨
1756,雨傘迷路在剛剛的捷運
1757,<br/>
1758,手機電量紅色警訊
1759,等不到他回我的訊息
1760,暈船暈到南極 心變得冷冰冰
1761,連行人都用眼神表達同情
1762,<br/>
1763,Today only 這運氣今日限定
1764,大口深呼吸
1765,還是要 還是要笑著告訴自己
1766,<br/>
1767,"Easy peasy, lemon squeezy"
1768,跌倒的姿勢要帥氣
1769,就算狼狽也要率性
1770,"Easy peasy, lemon squeezy"
1771,人生不如意十之八七
1772,気持ち要鬆不要緊
1773,<br/>
1774,急剎車的公車司機
1775,更多更詳盡歌詞 在 
1776,喝兩口就打翻的多多綠
1777,博愛座的阿姨 表情像燈籠魚
1778,往波蘭的機票我立刻下訂
1779,<br/>
1780,Today only 這運氣今日限定
1781,再一個深呼吸
1782,邊哭邊笑 邊哭邊笑
1783,這樣告訴自己
1784,<br/>
1785,"Easy peasy, lemon squeezy"
1786,跌倒的姿勢要帥氣
1787,就算狼狽也要率性
1788,"Easy peasy, lemon squeezy"
1789,人生不如意十之八七
1790,気持ち要鬆不要緊
1791,<br/>
1792,"Easy peasy, lemon squeezy"
1793,跌倒的姿勢要帥氣
1794,就算狼狽也要率性
1795,"Easy peasy, lemon squeezy"
1796,人生不如意十之八七
1797,気持ち要鬆不要緊
1798,<br/>
1799,"
"
1800,作詞：邱建豪、盧可沛、李建廷、郭哲成
1801,作曲：盧可沛、邱建豪
1802,<br/>
1803,又沒帶鑰匙出門去
1804,找不到左邊的耳機
1805,錢包放哪裡 天開始下雨
1806,雨傘迷路在剛剛的捷運
1807,<br/>
1808,手機電量紅色警訊
1809,等不到他回我的訊息
1810,暈船暈到南極 心變得冷冰冰
1811,連行人都用眼神表達同情
1812,<br/>
1813,Today only 這運氣今日限定
1814,大口深呼吸
1815,還是要 還是要笑著告訴自己
1816,<br/>
1817,"Easy peasy, lemon squeezy"
1818,跌倒的姿勢要帥氣
1819,就算狼狽也要率性
1820,"Easy peasy, lemon squeezy"
1821,人生不如意十之八七
1822,気持ち要鬆不要緊
1823,<br/>
1824,急剎車的公車司機
1825,更多更詳盡歌詞 在 
1826,喝兩口就打翻的多多綠
1827,博愛座的阿姨 表情像燈籠魚
1828,往波蘭的機票我立刻下訂
1829,<br/>
1830,Today only 這運氣今日限定
1831,再一個深呼吸
1832,邊哭邊笑 邊哭邊笑
1833,這樣告訴自己
1834,<br/>
1835,"Easy peasy, lemon squeezy"
1836,跌倒的姿勢要帥氣
1837,就算狼狽也要率性
1838,"Easy peasy, lemon squeezy"
1839,人生不如意十之八七
1840,気持ち要鬆不要緊
1841,<br/>
1842,"Easy peasy, lemon squeezy"
1843,跌倒的姿勢要帥氣
1844,就算狼狽也要率性
1845,"Easy peasy, lemon squeezy"
1846,人生不如意十之八七
1847,気持ち要鬆不要緊
1848,<br/>
1849,"
"
1850,作詞：邱建豪、盧可沛、李建廷、郭哲成
1851,作曲：盧可沛、邱建豪
1852,<br/>
1853,又沒帶鑰匙出門去
1854,找不到左邊的耳機
1855,錢包放哪裡 天開始下雨
1856,雨傘迷路在剛剛的捷運
1857,<br/>
1858,手機電量紅色警訊
1859,等不到他回我的訊息
1860,暈船暈到南極 心變得冷冰冰
1861,連行人都用眼神表達同情
1862,<br/>
1863,Today only 這運氣今日限定
1864,大口深呼吸
1865,還是要 還是要笑著告訴自己
1866,<br/>
1867,"Easy peasy, lemon squeezy"
1868,跌倒的姿勢要帥氣
1869,就算狼狽也要率性
1870,"Easy peasy, lemon squeezy"
1871,人生不如意十之八七
1872,気持ち要鬆不要緊
1873,<br/>
1874,急剎車的公車司機
1875,更多更詳盡歌詞 在 
1876,喝兩口就打翻的多多綠
1877,博愛座的阿姨 表情像燈籠魚
1878,往波蘭的機票我立刻下訂
1879,<br/>
1880,Today only 這運氣今日限定
1881,再一個深呼吸
1882,邊哭邊笑 邊哭邊笑
1883,這樣告訴自己
1884,<br/>
1885,"Easy peasy, lemon squeezy"
1886,跌倒的姿勢要帥氣
1887,就算狼狽也要率性
1888,"Easy peasy, lemon squeezy"
1889,人生不如意十之八七
1890,気持ち要鬆不要緊
1891,<br/>
1892,"Easy peasy, lemon squeezy"
